index,sentence_1,sentence_2,calculated_similarity,actual_similarity
3822,sokoto is the modern day capital of sokoto state ,the people in sokoto are mostly muslims ,0.56558615,0.375
3823,a man holds his hands over his mouth in a swimming pool,a snowboarder loses his balance and dives into the snow head first,0.61213255,0.375
3824,it was humorous but i feel that it didnt fit with the story at all,i feel like this can be a horror movie 45 and thats it ,0.79443574,0.375
3825,that is low quality and off limits,that sounds like a quality work of are,0.5974616,0.375
3826,donald trump proof positive that gigantism is the last stage before extinction missusa,reince sharonday realdonaldtrump tedcruz jebbush wshgton cartel incompetent gop leaders support losers like romney mccain,0.37003273,0.375
3827,a person with a blue shirt on laying down with a hat on there face,a baby touches the mans face while he is lying down,0.6930648,0.375
3828,i feel anger when falcio does and love when he does,as falcio repeatedly mentions in the novel his name is pronounced falkeyoh,0.4943775,0.375
3829,at the immediate start of 1999  gackt left malice mizer ,malice mizer released two albums with gackt along with seven singles ,0.4721395,0.375
3830,i watched aftertiller and it gave me a whole new perspective on a womans right to choose womensrights,marthaplimpton its not monday on twitter until some right wing troll sends me a video of an abortion reprorights,0.7151296,0.375
3831,so clintonfdn i believe andrew fastow beat you to the we made mistakes as many organizations of our size do excuse,hillaryforia come on iowa for better usa and the row,0.6332347,0.375
3832,idiot how would you feel if your mom aborted you me nothing cause i would be fucking dead,it hurts my 2 c ppl more offended over a flagsymbol than deathsabortions of millions of innocent children flag mississippi,0.70213664,0.375
3833,i want sass i want wit i want olivia and gabriel to become friends,gabriel on the other hand boy is he a tough nut,0.4186032,0.375
3834,dolly parton was the original writer,no she looks like dolly parton now,0.54193836,0.375
3835,england does not have a separate railway system ,the land and infrastructure is owned by a separate company  epping ongar railway ltd,0.5653892,0.375
3836,microsoft s professional developers conference is a conference for software developers  normally windows developers ,windows server 2003 is a server operating system produced by microsoft ,0.63193,0.375
3837,if i had one small complaint it would be that i wish charley was more invested in being the grim reaper,plus its got an awesome grim reaper story,0.59936154,0.375
3838,depending on the guy you could whisper in his ear,kiss her neck and ear and whisper words to her,0.6418273,0.375
3839,the northern part of hong kong island together with kowloon forms the core urban area of hong kong ,gateshead town center and newcastle city center are very close to one another  and together they form the urban core of tyneside ,0.571515,0.375
3840,he got shot in the back,after all his mother was shot,0.76262176,0.375
3841,an older woman wearing a hat and pink shirt enjoys a cigarette,an old couple having a good time by walking on the streets,0.47102386,0.375
3842,thalia was a strong and capable heroine who remained realistic,there are many sighworthy scenes between gabriel and thalia,0.39413634,0.375
3843,a woman in a purple shirt carries three full shopping bags,a group of various people stand outside of a store called central market,0.42726594,0.375
3844,whitehouse barackobama hillaryforia barackobama the whole world is supporting you,natureguy101 marymorientes support encourage hillaryclinton president unitedstates world is success of women in world,0.59456325,0.375
3845,hillaryclinton hillary pandering with her logo clintonfoundationscandal clintoncash,kca votejkt48id rfwheels3015 davidjones720 rratkinson right i mean what the heck is an arabdonorgroup  hillaryemails d,0.4268137,0.375
3846,weve worked with my partner on a case,i worked with the designer a little,0.67521715,0.375
3847,2037 will be a common year starting on thursday of the gregorian calendar ,1600 was a leap year starting on saturday and a century leap year of the gregorian calendar ,0.7204912,0.375
3848,at least for me it wasnt,it honestly wasnt enough of his thoughts,0.61142623,0.375
3849,he shoud stay home and grow up,and stay home for a little time to myself,0.70881206,0.375
3850,a kit looking at large artwork displayed outside a business building,horrific artwork displayed at the local hipster bar,0.6737026,0.375
3851,people dancing together in a crowd,four children are playing together outside,0.63558066,0.375
3852,a young child is covered in straw except for the head and left arm,a woman and a child wearing snow skiing gear sitting on the side of a snow covered mountain,0.54916584,0.375
3853,donald trump is biff in the alternate universe 1985 in back to the future 2 biff backtothefuture,tmz trump a guy born with a silver spoon up his ass who has never done a hard days work in his life dumptrump yourefired,0.61686784,0.375
3854,when dani goes to ryodan for help as hes been telling her to do all along ryodan refuses to help her get it back,i love dani and i loved the action,0.5581431,0.375
3855,a couple standing on the deck of a boat watching the water,a kayaking team in red paddles down through the water,0.66467667,0.375
3856,so good to have more adventures with hadrian and royce,well michael i think you will be writing books for the next 10 years for royce and hadrian journeys,0.6764235,0.375
3857,but sano is the hottest guy on rurouni kenshin,i enjoy saiyuki and samurai x rurouni kenshin,0.3167393,0.375
3858,alysssmithh there she is pant suite hillary to hide those thighs hillarysdonors hillarysbigannouncement benghazi obama,madam president clinton you have all the gays vote jarrid,0.62568945,0.375
3859,shiina ringo  released on february 3 ,ringo shiina is a japanese singer and guitarist ,0.18427794,0.375
3860,name anything that belongs to me,indicate the groups that the attendee belongs to,0.56777054,0.375
3861,the colombian military base batallon kartagena,even on a military base they have less,0.6941107,0.375
3862,a woman wearing a bright yellow jacket and hat stands on a busy street while others walk by,a boy wearing a yellow jacket is pouring something from a red pot into a orange tube while other children look on,0.8049462,0.375
3863,accept the negative aspects and commit to the action,there is nothing negative about that action,0.68591464,0.375
3864,after over one hundred pages the only thing i knew for sure that the book was leading to was the developing romance,i kind of liked this book,0.69145435,0.375
3865,two girls playing on the beach,a young boy rides a scooter by the beach,0.60966134,0.375
3866,gerfingerpoken please rt the impeachobama art at the top of this thread pinned on my page,realdonaldtrump you have the heart of a lion lets make america great again,0.58796877,0.375
3867,the budget of the movie was only  24 million ,it has a population of about 24 million as of 2004 ,0.68352145,0.375
3868,rt rxchelredekop consenting to sex is not consenting to being pregnant like no,worldwide re agents  support a prolife group uchoose at nocost proliferealestateyahoocom,0.28416744,0.375
3869,tooprettyclub are you ok with gop males telling you what you can and cant do with your own body,does a pregnant woman have 2 heads 2 hearts 4 arms and 4 legs prolifeyouth prolifegen didntthinkso,0.46078375,0.375
3870,leftwing media trying to silence realdonaldtrump hahaha keep trying trump is not a career politician  he wont be bought,gop if you can not debate trump you should not be running for president backurbase,0.7442054,0.375
3871,actually on occasion he did exit stage right,this was something that actually worked for me on one occasion,0.75064933,0.375
3872,jeannie longo is a french racing cyclist  multiple french and world champion ,alberto ascari was an italian racing driver and twice formula one world champion ,0.7124613,0.375
3873,theres other things to worry about,the dvd is nothing to worry about,0.80243134,0.375
3874,perhaps hes in love with her since her death,this is about the coverup of an accidental death,0.5488769,0.375
3875,for the record as a latino peruvian to be specific let me state the obvious fucktrump,i admire how real and unapologetic donald trump is on his political standpoints,0.6163564,0.375
3876,forq2 i guess realdonaldtrump really doesnt like or respect any politicians i respect him even more for that,deehoer420 thats right cnn  loser anyone who has met trump knows he is a down to earth compassionate gentlemanman,0.705765,0.375
3877,we are people who believe every child is entitled to life and liberty barackobama yet abortion is still legal,if men could get pregnant abortion clinics would be like starbucks,0.69870543,0.375
3878,today i am grateful to have the right to control my body without govt influence antichoice leaders want to stop this abvote,scotus decision on homosexlitybased marriage carries as much moral authority as its past decision on roe v wade antitruth,0.54524,0.375
3879,i chose this book at the school book fair because i loved beastly so much,this a very fun and light read book from alex flinn,0.762359,0.375
3880,warmly clothed woman standing next to a taped up broken window,a man is repairing a broken window frame,0.6444161,0.375
3881,he is so well done his humor is grade a and his convictions are genuine and at times heartbreaking,all of these are things that can be expected from the typical riordan storyline,0.6779901,0.375
3882,young lady on a ferry takes a photo of the water with her phone,in this photo a woman is on the phone smiling,0.787345,0.375
3883,busy asian mall with paper lanterns and shoppers,an old asian woman looks from behind a blue doorway,0.44880363,0.375
3884,if hillary wins the election theres a chance we might move to australia hillary4pres,askbobby do you think hillaryclinton has turned over all of those emails on her private server she destroyed,0.5946922,0.375
3885,good insight on this kind of thing,what kind of style is that,0.73491436,0.375
3886,i think its funny people think bernie can take on hillary and bill,another hillary supporter committed to caucus tonight one more step on the way to winning the iowa caucus,0.6557737,0.375
3887,kat she sings like an angle,the disposable heros of hiphoprisy sings,0.5211131,0.375
3888,i liked how we got to see a origin story to the sea witchs character,little mermaid retelling with a twist and i mean hans christian andersens mermaid so you can see where this is going,0.7751295,0.375
3889,a man and woman walking with three dogs and a man in a yellow jacket in the background,three people are on a small boat with another boat visible in the distance,0.58993155,0.375
3890,two women sitting on the porch in front of a very colorful stand,two women in black skirts are standing on green grass,0.72285634,0.375
3891,for the record as a latino peruvian to be specific let me state the obvious fucktrump,mariolopezextra nbc fires trump but maintains strong ties with bwilliams thereval laughable joke liars nbc go,0.57549983,0.375
3892,some funny moments and some no dont trust him zoey,when i got over that i started to read and then zoey mentioned she was marked only 2 months ago,0.55821514,0.375
3893,ask him his phone number or where his house is,their phone number and email address should be posted on their website,0.641245,0.375
3894,waiting men listening to another man playing a harpsichord,a man sings and plays the guitar into a microphone,0.6400735,0.366
3895,jill is similar to dante but i like her more so far,a fastpaced actionpacked novel following jill kismet a hunter of the preternatural creatures from the nightside,0.5264018,0.366
3896,you win some and you lose some,i never win stuff like that,0.726194,0.366
3897,the sun dipped below the western ridges,and after it rains the sun comes out,0.5742277,0.366
3898,i have aimed higher than this  ,this gives a finer texture to higher grades ,0.4813321,0.366
3899,young male walking past a construction worker,several construction workers are looking at an escalator,0.61338305,0.366
3900,go to lyricscom and type those words in by genre,those are not the words in the men at work song,0.74450177,0.366
3901,whitehouse potus all children except the millions that have been aborted everylifematters,mrprolife complications come with all types of medical procedures doesnt mean procedure itself should be banned dealwithit,0.55399734,0.366
3902,her golden brown eyes however caught her eye,movement among the rocks had caught the sergeants eye,0.62674695,0.366
3903,i guess it is about ten to fifteen times per week,we went from having sex ten times a week to zero,0.74376976,0.366
3904,the court of justice has already ruled out the claim of the damage suffered by the infringement of antitrust law,first secretary eu law court of justice internal market competition,0.6270385,0.366
3905,is a eric holder making 7 figures in the financial industry he protected from prosecution yet why do libs love 1ers,its great that jebbush supports gmo crops its like the it scepticism all over again science vs belief jebbush,0.66362673,0.366
3906,guess thats not that important but it sure helped out suzume all the time,yes suzume is flawed but she is relateable and you root for her,0.71471757,0.366
3907,now they need an answer to that question,if the answer to question 1 is in the affirmative,0.81451005,0.366
3908,i was surprised at how much i liked this book and looking forward to reading the next,okay the only other vampire books ive read is the twilight series and this book was very different,0.78200984,0.366
3909,honestly any blonde like that would probably do,frankly she would be a blonde girl,0.73634964,0.366
3910,thehill evanperez are you kidding meleave her to focus on issuesthe next prez,youre a idiot if you vote for hillary her and obama are the epitome of whats wrong with this country benghazi,0.6988066,0.357
3911,lighting that wh was so in your face to half of america no class and so disrespectful cashinin,sbrenn01 marklevinshow what diversity conservatives are racist i am one i love trump,0.65415895,0.344
3912,crazygranny56 more blacks killed by abortion than during slavery confederateflag,plenty of stem cells without baby smashing by the way,0.35649857,0.344
3913,crazygranny56 more blacks killed by abortion than during slavery confederateflag,happy to hear the scotus blocked closing of 10 abortion clinics in tx until an appeal can be heard safelegalrare thinkprogress,0.50016636,0.344
3914,just like how he knew mara,the evolution of mara dyer is the second book of the mara dyer trilogy,0.5107227,0.344
3915,realdonaldtrump comments about mexicans where he said somebodys doing the raping why do bigoted wm claim to be crime free,the donald  carley  perfect together  trump,0.42953065,0.344
3916,even though it wasnt a lot i loved the scenes the pair had together,i love these characters all of them even the bad ones,0.7748354,0.344
3917,people in the government care more about words in a bible than women and their bodies,off to the clinic this morning 2015 and we still have to chase away antichoice nutters harassing our patients,0.6422371,0.344
3918,as we know a war has begun in the previous book and in this book few years has passed,the years of hurt feelings blow up at their first meeting almost destroying the alliance before it can get started,0.7188531,0.344
3919,a tan dog wearing a red shirt runs through the grass,a man in a brown shirt is balancing on one hand in a grassy field,0.70702785,0.344
3920,2 million bogus followers on twitter hillaryclinton whyimnotvotingforhillary,huffpostpol if hillaryclinton can do half of what he did then she would be doing is a favor,0.30515772,0.344
3921,combination with epoprostenol the combination of bosentan and epoprostenol has been investigated in two studies ac052355 breathe2 and ac052356 breathe3,in vitro data showed that bosentan had no relevant inhibitory effects on cyp isoenzymes cyp1a2 2a6 2b6 2c8 2c9 2c9 2d6 2e1 3a4,0.73031175,0.344
3922,julia doesnt remember what happened in the accident,hes got a connection to julia as well,0.5157607,0.344
3923,headed to chester sc for a big hillary canvass join me wylie park 113,randyprine fabiaceae they know theyre going to lose to hrc so they keep trying,0.4510691,0.344
3924,someone is boiling okra in a pot,someone pours olive oil into a bowl of tomato wedges,0.6269699,0.344
3925,geraldorivera realdonaldtrump dont apologize for the truth people are too sensitive makeamericagreatagain,andersoncooper ac360 ac360 ananavarro  why is your hispanic latino ass saying realdonaldtrump said disgraceful things,0.66604334,0.344
3926,he is also devious extremely goodlooking and very very powerful with a great sense of humor and irony,one shining example ill help he said helpfully,0.57332647,0.344
3927,offer yourself to him for free,you cannot download for free,0.668909,0.344
3928,instructors and students of francombat wear red and green respectively ,francombat is practiced especially in the south of france ,0.29425454,0.344
3929,by the way something weird happened,land of the weird home of the strange,0.7362567,0.344
3930,im sure i will end up reading them all so i can find out what happens,while i can see how this might be an issue in other books it works well here,0.81826544,0.344
3931,offer yourself to him for free,i can offer no assistance,0.58899885,0.344
3932,orlando bloom or johnny depp sigh,johnny depp is dressed up like a pirate,0.5791208,0.344
3933,including paris hilton lindsey lohan tom cruise and katie holmes,she is stuck with tom cruise and a brain washed mother,0.484781,0.344
3934,the remark barely regesters to charley,i like the way that charley is the grim reaper and shes in love with the son of satan,0.45942003,0.344
3935,chorus sung by r kelly and sean paul whoa,that is similar to the r kelly situation with the young girls,0.48602277,0.344
3936,by looking at his youth the crowd cheered,making the youth guarantee a reality,0.46778315,0.344
3937,on average id say once or twice a week sometimes more,sometimes he does go a week without doing it,0.67260873,0.344
3938,he seems to know something that were not privy to and at first i wasnt quite sure if i should trust him with julia,julia is broken in the beginning of this book,0.6465186,0.344
3939,rating 45 stars threats of sky and sea is a strong fantasy story,you may be happy to learn that there is no instalove or a love triangle in threats of sky and sea,0.62938523,0.344
3940,a woman sticking her tongue out while be photographed,a woman takes a photo of a baby being held by a man,0.6611374,0.344
3941,a gut wearing a plaid shirt with a mustache selling fish at a market,a male is standing in a river and fishing and is holding a net,0.478888,0.344
3942,they tell alot about a person,i like alot of different types,0.65229446,0.344
3943,it takes place in a fictional private charity hospital ,the game takes place on the fictional eponymous planet  notrium ,0.6859905,0.344
3944,human rights are womens rights and womens rights are human rights  hillary clinton,this weekend is the hillary for america weekend of action  i hope youll participate l california,0.51233214,0.344
3945,helicopter crash is on his way to a concern in st louis mo,you would have to go to east st louis in illinois for that,0.666114,0.344
3946,a man is mowing grass,a man is busting concrete,0.4963536,0.344
3947,the story is developing well and the characters are starting to take on a life of their own,geder is taking individually sensible steps that are heading towards stalinesque style pogroms and it is very believable,0.71352386,0.344
3948,meaning that it need cared for and about,if you understand my meaning,0.6555447,0.344
3949,donald trump inhaled so much air spray  started to believe he is the title holder for the united states,well someones doing the raping i get combed and gooped up so much donalds the one doing the raping he never understands,0.6537058,0.344
3950,it is rarely treated as flagrant cases such as this one,ive treated thousands of cases and ive not lost a single patient,0.5493812,0.344
3951,it had me screaming with excitement i would recommend this book for anyone that loves science and action,this book also feels very rushed in the beginning and even though i like a fast pace this is too much,0.75538063,0.344
3952,a blond women wears a jacket with an eye on it,a woman in a yellow jacket following two other women,0.672855,0.344
3953,luxembourg is divided into 3 districts  which are further divided into 12 cantons and then 116 communes ,the departments are further divided into 41 arrondissements  and 133 communes which serve as second  and thirdlevel administrative divisions ,0.8401959,0.344
3954,two people work with garden tools in a rocky landscape,a white dog is walking through a river that runs through a rocky landscape,0.6730073,0.344
3955,a girl sitting in the back of a cart full of various belongings,a woman trying on her wedding dress with the help of two other women,0.6323329,0.344
3956,a man seated serves food to a little girl,fall shoppers and bistro food lovers caught in the ebb and flow of the city,0.47562844,0.344
3957,alyson noel made him seem older and wiser but to the point of boring,maybe a darker side of ever will emerge in later books and we might get to see some more of him wink wink nudge nudge,0.70905644,0.344
3958,two men standing in grass staring at a car,two women sitting in chairs in a shop,0.6969025,0.344
3959,figure it out and then go to a website with those kinds of products,they feel as if they want to have those kinds of things,0.76096976,0.344
3960,i hae no problems with them,you have some problems sir,0.7024503,0.344
3961,this category groups articles on topics relating to the grand theft auto series of computer and video games ,this category lists articles relating to transport by tram  streetrunning lightrail or similar systems in the united kingdom ,0.66788954,0.344
3962,the eggs are a brownish color ,another name for this color is mallow ,0.57287943,0.344
3963,the left fear donald trump big time realdonaldtrump,why is it wrong when trump is stating facts about illegal immigrants he is 100 right,0.598894,0.344
3964,can the pretense turn into something real,pretending to be mated turns real,0.62362003,0.344
3965,i need advice on discipline,my advice is to stop looking,0.65998226,0.344
3966,it originally meant disc jockey but say dance jamster,i will warn you that disc jockey equipment is expensive,0.67465824,0.344
3967,nathaniel hawthorne was an american novelist and short story writer ,maria edgeworth was an angloirish novelist and children s writer ,0.80502635,0.344
3968,lmao my school thinks giving women the right to an abortion is against feminism they dont know feminism wtf,they know whats best for their health they know whats best for their happiness they know whats best for their well being,0.703236,0.344
3969,people are gathered on a city street with police vehicles arriving,man in black helmet drives all terrain drives all terrain vehicle,0.4686342,0.344
3970,and that joe cocker song comes on,go over the song selection with bob,0.5728322,0.344
3971,but it was good to see what it would have been like if edward had been a girl and bella a boy,at least bella and edward sit nicely together,0.60075176,0.344
3972,readyforhrc hillaryclinton hillaryclinton the us presidency is a testament to the success of women their role in the world,foxnews govchristie hillaryclinton actually she should be disqualified from runninghow many scams and ethics problems now,0.48207247,0.344
3973,everyone wants to hang out with fun and interesting people,although not for everyone it is interesting,0.75461626,0.344
3974,nbc to trump how dare you point out that obama causes 1000 girls to be raped every month crossing into usa ccot tcot,realdonaldtrump trumps presidential dreams r about as real as kimjonguns unicorns,0.6047685,0.344
3975,a man is selling items,a man is cleaning the house,0.6188429,0.344
3976,nycanegirl the premeditated taking of an innocent human life is 1st degree murder and you know it,bernadette smyth is an ignorant thunder cunt not her life not her body not her business itsaballofcellsnotababy newsni,0.69503635,0.344
3977,gorgeous illustrations are quite reminiscent of the wonderful animated movie,5 stars for a gorgeous production,0.566889,0.344
3978,hillary clinton has not driven a car since 1996 clintonfakerealityshow,lets make secretary clinton president clinton  agmarkherring vademocrats,0.67076355,0.344
3979,a woman admires her reflection in a display window,the little boy crawls around next to the large glass windows,0.5240841,0.344
3980,so clintonfdn i believe andrew fastow beat you to the we made mistakes as many organizations of our size do excuse,rt muradguderian democrats are red obama is a communist im a true patriot so stop hillary tcot,0.5788224,0.344
3981,with the exception of the funniest it applies,paige is the funniest to me,0.7142278,0.344
3982,he got shot in the back,no house is shot during the finale,0.6850416,0.344
3983,uptight lance enjoyed letting go and letting tim take care of him,however the humor and the dogs and tim made this a solid read,0.5451927,0.344
3984,kids running in the field,baby crawling inside a toy,0.43292344,0.344
3985,hillary heres one christian whose religion views will never adapt to include abortion abortion is murder,if blacklivesmatter why not black babies in the womb somehow their lives dont matter puzzled with that one catholic,0.64768857,0.344
3986,a man is smelling two pizzas,a woman is feeding a man,0.5878637,0.344
3987,hillaryclinton loving the new colorful profile pic loveit,the only intelligent choice for usa is hillary clintonyou can not afford to stay home you must vote and vote uniteblue,0.36117887,0.344
3988,what if he gets mad and wants nothing to do with you,when you talk about other girls she gets mad,0.82166743,0.344
3989,hillaryclinton is a droid  someones programmed her to say things  thinks she doesnt have to work to win so she isnt,hillary claims to be a champion of the middle class but randpaul tax plan cuts the fica tax benefiting the middle class,0.4543477,0.344
3990,hillary clinton keeps sending me emails and when i try to unsubscribe i get an error message this is cancer,hillaryclinton will be the nominee for the democratic party period and shes gonna win the presidency too sorrybernie,0.57399374,0.344
3991,i will be continuing on with this series just so i can have closure,it would be more accurate to say that i saw potential and was curious to see whether book two would deliver on it,0.7738641,0.344
3992,sonic employees talking about work,two adults talking after class,0.4582031,0.344
3993,ample parking day or night people spouting howdy neighbor,that night i do not think we left the parking lot,0.6353328,0.344
3994,at the war s conclusion  poland s borders were shifted westwards  pushing the eastern border to the curzon line ,the famous river padma borders rajshahi division on the south and another famous river  jamuna  lies across the eastern border ,0.7650125,0.344
3995,they captured the villian at the end,its similar to the end of prisoner of azkaban,0.5525509,0.344
3996,the server is a socksv5 proxy server,caching proxy server for debian archive files,0.77718055,0.344
3997,a woman is talking to her pet bunny as she fondles it,a woman walks her dog onto astro turf,0.7085382,0.344
3998,realdonaldtrump go get em mr trump,vlactionfund reince the same rnc losers that thought romney  palin were good choices needs to be thankful trump came along,0.66486734,0.344
3999,in the visible spectrum  ananke appears neutral to lightred ,the colors used range from light blue to red to a very controversial orange ,0.520383,0.344
4000,you can  quote  categories by adding a colon before  category   like this  ,this category is for categories that group articles by geographical location ,0.7166726,0.344
4001,jebbush and marcorubio cannot speak their minds bc they are paid 2 keep things pc realdonaldtrump answers to no one,realdonaldtrump i dont care what nascar says i dont care what the liberals at espn say keep speaking the truth,0.72509086,0.344
4002,two women one with a camera reach out and touch a mirrored ball,a tall blond women wearing stockings walking away from the camera,0.580538,0.344
4003,i am still wondering who erec rex is,the crazy contests erec and bethany faced were imaginative and compelling,0.29822603,0.344
4004,the other kids are tough and perry gets into a fight,so the entire time as i was reading the other normals i kept thinking about perry from under the never sky by veronica rossi,0.62894267,0.344
4005,and you like the way the french doors open out to the deck,because the doors open to constituents in an hour,0.66023827,0.344
4006,she was towed to buenos aires  argentina and then to kristiansand  norway for repairs ,mar del plata is the most popular destination for conventions in argentina after buenos aires ,0.6002335,0.344
4007,chambers style is flowery and poetic throughout but his horror stories are much stronger than the romance stories in this collection,personal footnote i love this book so much i once wrote a story for an anthology based on the king in yellow,0.72016007,0.344
4008,first off fall out boy are not good live,i am happy with any song by fall out boy or hawthorne heights,0.6922129,0.344
4009,rayfe is the king of the tala and needs to convince andi to return to their land with him,the tala are basically the fae,0.6529051,0.344
4010,so yes women care about money,my money goes on us girls,0.6728916,0.344
4011,i have nothing really good to say about it nor bad,like i said too good to be true,0.8431456,0.344
4012,whats the song that barney the purple dinosaur sings,it sounds like that song that sings whats up pusy cat,0.80894154,0.344
4013,this common military experience spawned a personal friendship between robinson and louis ,robinson s continued success spawned a string of death threats ,0.5387159,0.344
4014,keep reading his bio at my source,try reading the lyrics to the song,0.5215217,0.344
4015,a child in school holding a ball as she points a the frisbee,child holds up a picture of mahmoud ahmadinejad while men converse behind him,0.6274799,0.344
4016,fuzislippers klsouth gdebenedetti yeah shes a real forward thinker lol makeamericagreatagain whyimnotvotingforhillary,since snl aint that funny anymore please joebiden run for president if even just for the hilarious debates between you ,0.5963951,0.344
4017,a wakeboarder is leaping into the air whilst holding onto a yellow rope,a young white man is climbing a mountain with a rope as a guide,0.6695809,0.344
4018,i am honestly wondering what the symbol would be for,i am also wondering about that honestly the outlook is not good,0.8539679,0.344
4019,297 days until i can register to vote1 year 193 days until election day rockthevote democrats everyvotecounts,bernie or hillary prefer bernie but hillary fine either way dems gotta stand together in 2016 feelthebern,0.53096503,0.344
4020,a woman running into surf,a man kayaking through rapids,0.5490843,0.344
4021,new delhi is the capital of india ,crime is present in various forms in india ,0.65045774,0.344
4022,i like many entries in the 2016 presidential race but no one is more accomplished than donald trump his cabinet will be full,if a liberal brings up immigration hit em with the trump card trumpforpresident trump tcot,0.62907076,0.344
4023,try downloading the limewire search and download engine kiddo,you should use google or another search engine,0.71543556,0.344
4024,she made him work for it,i had more sympathy for him than adrienne which was refreshing,0.6856754,0.344
4025,in addition we are on a fairly restrictive budget,in addition lorelai is fairly sufficient to experience visually,0.65534127,0.344
4026,so im glad i waited this long to read it because it means ill have less time to wait for the next one,i read the best bloodiest parts while sitting in a salon and getting a pedicure,0.6357955,0.344
4027,many ideas in this had a great creative start,she doesnt do to many stupid things in this book,0.6801832,0.344
4028,samuel timothy  tim  mcgraw is an american country singer and actor ,dolores hope is a singer  philanthropist and the widow of actor bob hope ,0.53502107,0.344
4029,go into a shop and try one,or take it to a repair shop,0.715959,0.344
4030,miss usa host de la fuente quits pageant and call realdonaldtrump ignorant and a clown,realdonaldtrump keep it up trump we love you makeamericagreatagain boycottmacys boycottnbc,0.3644648,0.344
4031,donald trump needs to stop embarrassing himself racist assholes,hey hypocrites macys since u pull realdonaldtrump merchandise from stores why dont u pull racist jayz crap 2facedliberals,0.72997355,0.344
4032,i like the fact that henry broke his own rule just to see kate smile,i absolutely loved this fiery and willful kate and gosh i want to see much more of her in the third book,0.8226438,0.344
4033,a man in yellow looks to be djing for smirnoff at a party,a young male child in a yellow shirt being fed a banana,0.6335868,0.344
4034,i really enjoy shustermans take on the afterlife and how he slyly explains all sorts of phenomenon using the scaffolding of the everlost,he just possesses raw talent and an amazing imagination,0.52890325,0.344
4035,her fingers could fall off her toes could fall off,great hooked claws curled from its fingers and toes,0.6618811,0.344
4036,charleys dad is also up to something but charley doesnt know what though it appears hes leaving charleys stepmom,the charley davidson awesome brand of craziness continues,0.52127934,0.344
4037,heart of stone is book one in the gargoyles series by christine warren,but as it stands book one did not win me over enough to continue on with the series,0.52912164,0.344
4038,griefstricken by his father s rejection  idamante runs off ,idamante does not understand why his father is saying this ,0.52448916,0.344
4039,a man is riding a horse,a man is driving a car,0.62553954,0.344
4040,this fisherman is mending his nets,a man on a ladder repairs the roof of a building,0.4194448,0.344
4041,tove was impressive and a force to be reckoned with but cast aside by the author and the main character for reasons unknown,she stands her ground and will not be swayed,0.5396923,0.344
4042,this was slightly better than the horror that was blue moon however it still didnt reach the heights of the first in the series,its not the best becuase i picked up on it immediately totally giving away the ending but still,0.7611904,0.344
4043,montel_williams  ex 2bit talk show host talking shit about realdonaldtrump  fuck off montel cnn,realdonaldtrump just watched you on foxnews you are awesome you have my vote makeamericagreatagain,0.57139254,0.344
4044,construction man paving large concrete steps,a man and woman assemble a metal structure,0.51351124,0.344
4045,cafe express sign covered in graffiti,a young skateboarder rolls down a graffiticovered ramp,0.34284127,0.344
4046,just go to itunes and find ipod and put the music on it again,does anyone know how to put pictures on an ipod nano,0.74873227,0.344
4047,like listen jesses been around suze waaay to long to be as oldfashioned as he was,is suze wearing boots that i would die for,0.6058368,0.344
4048,an elderly musician sits contemplates listens and waits,a woman waits in the shade while an older seated man stares at her from behind,0.6081329,0.344
4049,black dog prancing through the river,a girl splashing in a wave at the beach,0.53587824,0.344
4050,i feel confident that hillaryclinton will win in 2016,chicagotribune ayyylmao do democrats  other liberals realize no one wants hillaryclinton which is obamanation 20,0.57001793,0.344
4051,i think i had to come to grips with the fact that chris paolini is essentially a different author from his first book eragon,i was bored during this book,0.7251455,0.344
4052,ask your mother for forgiveness,leaving behind a huge debt for my mother,0.59097457,0.344
4053,and for the record im team will ,i am team jem all day every day,0.63116986,0.344
4054,it is one of those books that give you hope that not all is bad,if you have seen the movie blade 2 i would not suggest reading this book,0.7941497,0.344
4055,everybody get on the trump train its a first class oneway ticket to the white house with realdonaldtrump,timenout tib2016 alancolmes is a prime example of a lobotomizedliberal,0.37806493,0.344
4056,hillaryclinton had more twitter followers then all four major republican candidates bush rubio paul cruz combined,foxnation that should have been done before she got rid of it nohillary2016,0.4692299,0.344
4057,check out this site for more info,check out deep impact on the internet,0.6583542,0.344
4058,the bangles hazy shade of winter,you are on budget for the winter,0.44271564,0.344
4059,secondly eliminating the threat from the ousters, terrorism remains a threat to the union,0.49815348,0.344
4060,an extreme mountain biker making a leap across rough terrain in the woods,a fit young man is repelling up a mountain wall in a forested area,0.66998225,0.344
4061,tpm realdonaldtrump this is what happens when you open your big mouth youre out of luck for 2016 at this rate univision,if a liberal brings up immigration hit em with the trump card trumpforpresident trump tcot,0.56006825,0.344
4062,i love how everyone thinks canceling realdonaldtrumps ventures will do anything but hurt themselves this man has my vote,we need a man that will do the tough negotiations say what needs to be said and forget the words politically correct thanks,0.80476046,0.344
4063,three girls in blue one doing a handstand and the splits on a basketball court with people in the background,a young woman is doing push ups in front of three members of the armed forces at a conference event,0.7235995,0.344
4064,process with pid 1u was forcibly terminated,the password for 1 u has been completed,0.4997264,0.344
4065,theres no way to urge people to this buy this book unless they havent seen the film,this gave me this same chills down my spine and yet i would return to my bed and curl up to read this book,0.6799843,0.344
4066,he got shot in the back,dan drew first and shot,0.55260813,0.344
