index,sentence_1,sentence_2,calculated_similarity,actual_similarity
3939,Rating: 4.5 Stars Threats of Sky and Sea is a strong fantasy story.,You may be happy to learn that there is no insta-love or a love triangle in Threats of Sky and Sea.,0.99676776,0.344
3940,A woman sticking her tongue out while be photographed.,A woman takes a photo of a baby being held by a man.,0.9980044,0.344
3941,A gut wearing a plaid shirt with a mustache selling fish at a market.,A male is standing in a river and fishing and is holding a net.,0.998475,0.344
3942,They tell alot about a person.,I like alot of different types.,0.9985803,0.344
3943,It takes place in a fictional private charity hospital .,"The game takes place on the fictional eponymous planet , Notrium .",0.99813074,0.344
3944,Human rights are women's rights and women's rights are human rights. - Hillary Clinton,This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California,0.9966128,0.344
3945,Helicopter crash is on his way to a concern in St. Louis Mo.,You would have to go to East St. Louis in Illinois for that.,0.99541295,0.344
3946,A man is mowing grass.,A man is busting concrete.,0.9993323,0.344
3947,"The story is developing well, and the characters are starting to take on a life of their own.",Geder is taking individually sensible steps that are heading towards stalinesque style pogroms and it is very believable.,0.9979546,0.344
3948,Meaning that it need cared for and about.,If you understand my meaning.,0.995747,0.344
3949,Donald Trump inhaled so much air spray & started to believe he is the title holder for the United States.,"Well, someone's doing the raping. I get combed and gooped up so much, Donald's the one doing the raping. He never understands.",0.99908406,0.344
3950,it is rarely treated as flagrant cases such as this one.,"I've treated thousands of cases, and I've not lost a single patient.",0.99645317,0.344
3951,It had me screaming with excitement I would recommend this book for anyone that loves science and action.,"This book also feels very rushed in the beginning, and even though I like a fast pace, this is too much.",0.9988463,0.344
3952,A blond women wears a jacket with an eye on it.,a woman in a yellow jacket following two other women.,0.9970879,0.344
3953,"Luxembourg is divided into 3 districts , which are further divided into 12 cantons and then 116 communes .","The departments are further divided into 41 arrondissements , and 133 communes which serve as second - and third-level administrative divisions .",0.99954784,0.344
3954,Two people work with garden tools in a rocky landscape.,A white dog is walking through a river that runs through a rocky landscape.,0.99937135,0.344
3955,A girl sitting in the back of a cart full of various belongings.,A woman trying on her wedding dress with the help of two other women.,0.99892646,0.344
3956,"A man, seated, serves food to a little girl.",Fall shoppers and bistro food lovers caught in the ebb and flow of the city.,0.99820995,0.344
3957,"Alyson Noel made him seem older and wiser, but to the point of boring.","Maybe a darker side of Ever will emerge in later books and we might get to see some more of him (wink wink, nudge nudge)!",0.99812067,0.344
3958,Two men standing in grass staring at a car.,Two women sitting in chairs in a shop.,0.99915326,0.344
3959,Figure it out and then go to a website with those kinds of products.,They feel as if they want to have those kinds of things.,0.99803036,0.344
3960,I hae no problems with them.,"You have some problems, sir.",0.99409354,0.344
3961,This category groups articles on topics relating to the Grand Theft Auto series of computer and video games .,"This category lists articles relating to transport by tram , street-running light-rail or similar systems in the United Kingdom .",0.996528,0.344
3962,The eggs are a brownish color .,Another name for this color is mallow .,0.99713063,0.344
3963,"The Left fear Donald Trump, BIG TIME! @realDonaldTrump",Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right,0.9946872,0.344
3964,Can the pretense turn into something real?,Pretending to be mated turns real.,0.9986409,0.344
3965,I need advice on discipline?,My advice is to stop looking.,0.9972346,0.344
3966,"It originally meant ""disc jockey,"" but say ""dance jamster.",I will warn you that disc jockey equipment is expensive.,0.9913,0.344
3967,Nathaniel Hawthorne was an American novelist and short story writer .,Maria Edgeworth was an Anglo-Irish novelist and children 's writer .,0.99739444,0.344
3968,Lmao my school thinks giving women the right to an abortion is against feminism. They don't know feminism #wtf,They know what's best for their health They know what's best for their happiness They know what's best for their well being..,0.994817,0.344
3969,People are gathered on a city street with police vehicles arriving.,Man in black helmet drives all terrain drives all terrain vehicle.,0.9940445,0.344
3970,And that joe cocker song comes on?,Go over the song selection with Bob.,0.99687225,0.344
3971,But it was good to see what it would have been like if Edward had been a girl and Bella a boy.,At least Bella and Edward sit nicely together.,0.99632144,0.344
3972,"@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world",@FoxNews @GovChristie @HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now?,0.99402833,0.344
3973,Everyone wants to hang out with fun and interesting people.,"Although not for everyone, it is interesting.",0.99837697,0.344
3974,"@NBC to #Trump: ""HOW DARE YOU POINT OUT THAT OBAMA CAUSES 1000 GIRLS TO BE RAPED EVERY MONTH CROSSING INTO USA!"" #ccot #tcot",",@realDonaldTrump trumps presidential dreams r about as real as KimJonguns unicorns.",0.99465835,0.344
3975,A man is selling items.,A man is cleaning the house.,0.9995048,0.344
3976,"@NYCanegirl the premeditated taking of an innocent human life is 1st degree murder, and you know it.",Bernadette Smyth is an ignorant thunder cunt. Not her life. Not her body. Not her business. #ItsABallOfCellsNotABaby #NewsNI,0.99715745,0.344
3977,Gorgeous illustrations are quite reminiscent of the wonderful animated movie.,5 stars for a gorgeous production.,0.9981487,0.344
3978,Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow,"Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats",0.99657375,0.344
3979,A woman admires her reflection in a display window.,The little boy crawls around next to the large glass windows.,0.9984506,0.344
3980,"So @ClintonFdn, I believe Andrew Fastow beat you to the ""we made mistakes, as many organizations of our size do"" excuse","RT @muradguderian: Democrats are Red, Obama is a Communist, I'm a true Patriot, So stop Hillary. #tcot",0.998798,0.344
3981,"With the exception of the funniest, it applies.",Paige is the funniest to me.,0.99598926,0.344
3982,"he got shot in the back,","No, House is shot during the finale.",0.99852806,0.344
3983,Uptight Lance enjoyed letting go and letting Tim take care of him!,However the humor and the dogs and Tim made this a SOLID read.,0.99769646,0.344
3984,Kids running in the field.,Baby crawling inside a toy.,0.99709034,0.344
3985,"#Hillary, Here's one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder.",If #BlackLivesMatter why not black babies in the womb? Somehow their lives don't matter.... puzzled with that one. #catholic,0.997733,0.344
3986,A man is smelling two pizzas.,A woman is feeding a man.,0.9972106,0.344
3987,@HillaryClinton loving the new colorful profile pic! #loveit,The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue,0.99377847,0.344
3988,What if he gets mad and wants nothing to do with you?,"When you talk about other girls, she gets mad.",0.9990175,0.344
3989,.@HillaryClinton is a droid & someone's programmed her to say things - thinks she doesn't have to WORK to win so she ISN'T!,"Hillary claims to be a ""champion"" of the middle class, but @RandPaul tax plan cuts the FICA tax, benefiting the middle class.",0.9981905,0.344
3990,"Hillary Clinton keeps sending me emails, and when I try to unsubscribe, I get an error message. THIS IS CANCER",@HillaryClinton will be the nominee for the Democratic Party. Period. And she's gonna win the Presidency too. #SorryBernie,0.9990884,0.344
3991,I will be continuing on with this series just so I can have closure.,"It would be more accurate to say that I saw potential, and was curious to see whether book two would deliver on it.",0.9994674,0.344
3992,Sonic employees talking about work.,Two adults talking after class.,0.9989141,0.344
3993,"Ample parking day or night, people spouting, Howdy neighbor!","That night, I do not think we left the parking lot.",0.99413,0.344
3994,"At the war 's conclusion , Poland 's borders were shifted westwards , pushing the eastern border to the Curzon Line .","The famous river Padma borders Rajshahi division on the south and another famous river , Jamuna , lies across the eastern border .",0.9989924,0.344
3995,They captured the villian at the end!,It's similar to the end of Prisoner of Azkaban.,0.9981512,0.344
3996,the server is a SOCKSv5 proxy server.,caching proxy server for Debian archive files,0.99729145,0.344
3997,A woman is talking to her pet bunny as she fondles it.,A woman walks her dog onto astro turf.,0.9985467,0.344
3998,@realDonaldTrump Go get 'em Mr. Trump!!!,@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along,0.99311733,0.344
3999,"In the visible spectrum , Ananke appears neutral to light-red .",The colors used range from light blue to red to a very controversial orange .,0.99749315,0.344
4000,"You can `` quote '' categories by adding a colon before `` Category '' , like this : .",This category is for categories that group articles by geographical location .,0.99063975,0.344
4001,@JebBush and @marcorubio cannot speak their minds b/c they are paid 2 keep things pc. @realDonaldTrump ANSWERS TO NO ONE!,@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!!,0.9975141,0.344
4002,"Two women, one with a camera, reach out and touch a mirrored ball.",A tall blond women wearing stockings walking away from the camera.,0.9993287,0.344
4003,I am still wondering who Erec Rex is?,The crazy contests Erec and Bethany faced were imaginative and compelling.,0.99882543,0.344
4004,"The other kids are tough, and Perry gets into a fight.","So, the entire time, as I was reading THE OTHER NORMALS, I kept thinking about Perry from UNDER THE NEVER SKY by Veronica Rossi.",0.99641305,0.344
4005,And you like the way the french doors open out to the deck?,Because the doors open to constituents in an hour.,0.9988274,0.344
4006,"She was towed to Buenos Aires , Argentina and then to Kristiansand , Norway for repairs .",Mar del Plata is the most popular destination for conventions in Argentina after Buenos Aires .,0.99831307,0.344
4007,"Chambers style is flowery and poetic throughout but his ""horror"" stories are much stronger than the romance stories in this collection.","(Personal footnote: I love this book so much, I once wrote a story for an anthology based on THE KING IN YELLOW.",0.9975014,0.344
4008,"First off, Fall Out Boy are not good live.",I am happy with any song by Fall Out Boy or Hawthorne Heights.,0.99859726,0.344
4009,Rayfe is the King of the Tala and needs to convince Andi to return to their land with him.,The Tala are basically the fae.,0.9980426,0.344
4010,"So yes, women care about money.",My money goes on us girls.,0.99814045,0.344
4011,"I have nothing really good to say about it, nor bad.",Like I said: too good to be true.,0.9963036,0.344
4012,What's the song that Barney the Purple Dinosaur sings?,it sounds like that song that sings what's up pus*y cat?,0.9960815,0.344
4013,This common military experience spawned a personal friendship between Robinson and Louis .,Robinson 's continued success spawned a string of death threats .,0.996266,0.344
4014,Keep reading his bio at my source,try reading the lyrics to the song,0.99521977,0.344
4015,"A child in school, holding a ball as she points a the frisbee.",Child holds up a picture of Mahmoud Ahmadinejad while men converse behind him.,0.99760866,0.344
4016,"@fuzislippers @KLSouth @gdebenedetti Yeah, she's a real forward thinker! Lol #MakeAmericaGreatAgain #WhyImNotVotingForHillary",Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you &,0.9921508,0.344
4017,A wakeboarder is leaping into the air whilst holding onto a yellow rope.,A young white man is climbing a mountain with a rope as a guide.,0.998845,0.344
4018,I am honestly wondering what the symbol would be for.,"I am also wondering about that. Honestly, the outlook is not good.",0.99914324,0.344
4019,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,"Bernie or Hillary? Prefer Bernie but Hillary fine. Either way, Dems gotta stand together in 2016. #FeeltheBern",0.9940412,0.344
4020,A woman running into surf.,A man kayaking through rapids.,0.99816525,0.344
4021,New Delhi is the capital of India .,Crime is present in various forms in India .,0.99861515,0.344
4022,I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot",0.991254,0.344
4023,"try downloading the limewire search and download engine, kiddo!",You should use google or another search engine.,0.99234253,0.344
4024,She made him work for it.,"I had more sympathy for him than Adrienne, which was refreshing.",0.99928725,0.344
4025,"In addition, we are on a fairly restrictive budget!","In addition, Lorelai is fairly sufficient to experience visually.",0.99858814,0.344
4026,So I'm glad I waited this long to read it because it means I'll have less time to wait for the next one.,"I read the best, bloodiest parts while sitting in a salon and getting a pedicure.",0.9962321,0.344
4027,Many ideas in this had a great creative start.,She doesn't do to many stupid things in this book.,0.99563813,0.344
4028,Samuel Timothy `` Tim '' McGraw is an American country singer and actor .,"Dolores Hope is a singer , philanthropist and the widow of actor Bob Hope .",0.9967363,0.344
4029,go into a shop and try one,or take it to a repair shop,0.99833256,0.344
4030,Miss USA host De la Fuente quits pageant and call @realDonaldTrump ignorant and a clown...,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc,0.9871719,0.344
4031,Donald Trump needs to stop embarrassing himself. Racist assholes....,Hey hypocrites @Macys since u pull @realDonaldTrump merchandise from stores why dont u pull #racist #JAYZ CRAP #2FACEDLIBERALS,0.9930235,0.344
4032,I like the fact that Henry broke his own rule just to see Kate smile.,"I absolutely loved this fiery and willful Kate, and, gosh, I want to see much more of her in the third book!",0.9992998,0.344
4033,A man in yellow looks to be DJing for Smirnoff at a party.,A young male child in a yellow shirt being fed a banana.,0.9958818,0.344
4034,"I really enjoy Shusterman's take on the afterlife, and how he slyly explains all sorts of phenomenon using the scaffolding of the Everlost.",He just possesses raw talent and an amazing imagination.,0.99820626,0.344
4035,Her fingers could fall off. Her toes could fall off.,"Great, hooked claws curled from its fingers and toes.",0.99498534,0.344
4036,"Charley's dad is also up to something, but Charley doesn't know what, though it appears he's leaving Charley's step-mom.",The Charley Davidson awesome brand of craziness continues.,0.9947911,0.344
4037,Heart Of Stone is book one in the Gargoyles series by Christine Warren.,"But, as it stands, book one did not win me over enough to continue on with the series.",0.9896079,0.344
4038,"Grief-stricken by his father 's rejection , Idamante runs off .",Idamante does not understand why his father is saying this .,0.989426,0.344
4039,A man is riding a horse.,A man is driving a car.,0.99915093,0.344
4040,This fisherman is mending his nets.,A man on a ladder repairs the roof of a building.,0.9982044,0.344
4041,"Tove was impressive and a force to be reckoned with, but cast aside by the author and the main character for reasons unknown.",She stands her ground and will not be swayed.,0.9974381,0.344
4042,"This was slightly better than the horror that was Blue Moon, however it still didn't reach the heights of the first in the series.","its not the best becuase i picked up on it immediately, totally giving away the ending, but still.",0.99263936,0.344
4043,"@Montel_Williams , ex 2bit talk show host, talking shit about @realDonaldTrump . Fuck off montel!! @cnn.",@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,0.9934219,0.344
4044,Construction man paving large concrete steps.,A man and woman assemble a metal structure.,0.9989657,0.344
4045,"Cafe Express"" sign covered in graffiti.",A young skateboarder rolls down a graffiti-covered ramp.,0.99693274,0.344
4046,Just go to iTunes and find iPod and put the music on it again.,Does anyone know how to put pictures on an Ipod Nano?,0.9984498,0.344
4047,"Like, listen, Jesse's been around Suze waaay to long to be as old-fashioned as he was.",Is Suze wearing boots that I would die for?,0.9965501,0.344
4048,"An elderly musician sits, contemplates, listens and waits.","A woman waits in the shade while an older, seated man stares at her from behind.",0.99897635,0.344
4049,Black dog prancing through the river.,A girl splashing in a wave at the beach.,0.99894977,0.344
4050,I feel confident that @HillaryClinton will win in 2016.,@chicagotribune #ayyylmao do #Democrats & other #liberals realize no one wants #HillaryClinton which is #Obamanation 2.0?,0.99157655,0.344
4051,"I think I had to come to grips with the fact that Chris Paolini is essentially a different author from his first book, Eragon.",I was bored during this book.,0.9988278,0.344
4052,ask your mother for forgiveness.,Leaving behind a huge debt for my mother.,0.9978831,0.344
4053,And for the record I'm team Will ^-^,"I am team Jem all day, every day.",0.9986875,0.344
4054,It is one of those books that give you hope that not all is bad.,"If you have seen the movie Blade 2, I would not suggest reading this book.",0.9975533,0.344
4055,Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump,@TIMENOUT @TIB2016 @AlanColmes is a prime example of a #LobotomizedLiberal.,0.9892263,0.344
4056,"@HillaryClinton had more twitter followers then all four major Republican candidates (Bush, Rubio, Paul, Cruz) COMBINED.",@foxnation That should have been done BEFORE she got rid of it!!! #NoHillary2016,0.9959517,0.344
4057,check out this site for more info:,"Check out Deep Impact, on the internet.",0.9950086,0.344
4058,The Bangles Hazy shade of Winter.,You are on budget for the winter.,0.99343425,0.344
4059,"secondly, eliminating the threat from the Ousters.",- Terrorism remains a threat to the Union.,0.99760306,0.344
4060,An extreme mountain biker making a leap across rough terrain in the woods.,A fit young man is repelling up a mountain wall in a forested area.,0.99949574,0.344
4061,@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot",0.99844664,0.344
4062,I love how everyone thinks canceling @realDonaldTrump's ventures will do anything but hurt themselves. This man has my vote!,"We need a man that will do the tough negotiations, say what needs to be said and forget the words politically correct. #thanks",0.9987434,0.344
4063,"Three girls in blue, one doing a handstand and the splits on a basketball court with people in the background.",A young woman is doing push ups in front of three members of the armed forces at a conference event.,0.9987099,0.344
4064,Process with PID %1!u! was forcibly terminated.,the password for% 1! U! Has been completed.,0.99808896,0.344
4065,There's no way to urge people to this buy this book unless they haven't seen the film.,This gave me this same chills down my spine and yet I would return to my bed and curl up to read this book!,0.99475795,0.344
4066,"he got shot in the back,",Dan drew first and shot.,0.99713886,0.344
4067,(1 star) Ghost Trap by Rick Hauta - This was a perfect zombie story.,The Zombie Who Fell From the Sky - M.B.,0.99397206,0.344
4068,Feet standing on a pretty day with large building in background.,Two police officers standing behind a van with a bus in the background.,0.9946353,0.344
4069,This book is one of the most hilarious books I have ever read!,The style seemed different somehow than the previous books and I wasn't engaged by the story or characters.,0.99738544,0.344
4070,"In 1965 , a colony was discovered near Marysville , in the Upper Yarra Valley .",The city of Yakima is located in the Upper Valley of Yakima County .,0.9975811,0.344
4071,Rise & Shine its a new day & you're alive. Thank God 4 another day of precious life. #Christian #Catholic #TeamJesus,"@LogicOfLife7 I don't confuse ""right to life"" with 'right-to-use-someone's-body-without-consent'. Do you? #rapeculture",0.9939249,0.344
4072,He went on to win the trophy the next two seasons as well .,"He lost to Shinjiro Otani in the match , but WCW went on to win the series .",0.99763584,0.344
4073,@Molls30 @HillaryClinton I love it! One of our biggest donors is Saudi Arabia. They support women's rights completely! #GoTeam,@GovChristie can't even run NJ and wants to be president? I'd vote for him before @HillaryClinton,0.99880165,0.344
4074,"You can start by taking a trip, a long trip.",Have thought of taking a short trip to the cottage.,0.9986406,0.344
4075,A woman in a black cap and outfit sits in the sand.,A brown dog plays in the sand near a man in a green cap.,0.9992058,0.344
4076,"I am an Aquarius, but thank you for the points.",Thank to Yahoo Music for the two points.,0.9956184,0.344
4077,"You should find another one, for at least five years.",I bet I found him at least five times.,0.9992676,0.344
4078,@AnneJp1946 I have no problem with birth control but their you go with that free thing again. So your solution is murder good idea,"RT @spicysandwich: Say it again for me one time! Anti-abortion laws only lead to unsafe, illegal abortions!",0.99954706,0.344
4079,"#HillaryDebateQuestion So you profess admiration for #MargaretSanger who wanted to rid the country of ""negros"". Explain please?","Night, sleep tight, don't let Hillary bite. says @Tony_Tickets ""Nightmares"" is all I say.",0.99832726,0.344
4080,A dog lying on its back in the sand.,A young boy stands near a sand pyramid.,0.998678,0.344
4081,A man in a gray shirt is walking next to a concrete wall.,a little baby skateboarding on a small concrete wall,0.9966879,0.344
4082,Both Democrats and #IslamicState murder by dismemberment. The only difference is the age of their victims. #ISIS,"@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution.",0.99793243,0.344
4083,He doesn't give up on her after ALL the things she does that jeopardizes them.,"From cutting Jude to prove if he was a rogue(which he wasn't), to keeping secrets from Damen so he doesn't lose his patience with her.",0.9989302,0.344
4084,"Perhaps a bit of Sage advice is in order, but I'll leave that to Jaron!","Jaron Sage learns a lot in this book, actually--especially how to see other people's feelings, and how to better share his own.",0.99913514,0.344
4085,If you want #Equality then let ALL the babies live!!,@ghhshirley Charged with Manslaughter After Another Woman Dies From,0.99388397,0.344
4086,"I think this one was better than the first one, but it could be that I was more used to the world that Kevin created.",It's wet my appetite for the next one.,0.9969093,0.344
4087,A man walking down the pier scratching his back with a boat sailing in the background as the sun sets over the water.,A huge cruise liner covers the horizon from a beach with beautiful clear water.,0.9985975,0.344
4088,"Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.",Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough,0.99649584,0.344
4089,297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,If you're not watching @HillaryClinton's speech right now you're missing her drop tons of wisdom.,0.993137,0.344
4090,A row of locomotives on a siding in a field.,A dark brown horse standing in a field.,0.9970678,0.344
4091,Two young men wrestling each other in the middle of a field.,Two hockey players from different teams chase the puck in the middle of a match.,0.99857163,0.344
4092,Double-click on a name in the Contacts area to quickly start a new e-mail message.,"When you heard this message, quickly give me a call.",0.9949971,0.344
4093,"All of these are very significant reasons to read this series, but I have to be honest.","He can hardly communicate with someone, so the way he slowly changes for Amaranthe is fascinating to read.",0.9980718,0.344
4094,RT @alvedaking: The most disturbing thing we to this planet is to flood our streets with the #blood of #children from #HappyEarth...,Legalized tweeting-instead-of-procreating discriminates against the unconceived child. #worstargumentever #lolanti,0.9979943,0.344
4095,"The pictures were again amazing, and really added something to the story.",Also the first movie is amazing,0.9991654,0.344
4096,Mature content will appeal to most people who loves this NA genre but it is not my cup of tea.,"Maybe it was the sex that grounded me, who knows but geez I am ready for the second one.",0.9988063,0.344
4097,"We all are sinners, but what right do humans have to kill another human being? Is that what God wanted us to do? #SCL #thoughts","@mrprolife Complications come with all types of medical procedures, doesn't mean procedure itself should be banned. #DealWithIt",0.9976176,0.344
4098,Can we get a law for the little ones who can't even speak for themselves? #ProLifeYouth #EVERYLIFEMATTERS #gay #straight #baby,Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients.,0.99700505,0.344
4099,A street vendor sells popcorn in a mall.,A vendor with a blue shirt is selling bananas.,0.99847215,0.344
4100,Piedmont Airlines was the launch customer with an order for 25 aircraft in 1986 .,"The final aircraft was delivered to Shanghai Airlines on November 28 , 2005 .",0.9956362,0.344
4101,He has been a staff writer for The New Yorker since 1996 .,Cahn became story editor and Josh Singer replaced her as staff writer .,0.99828917,0.344
4102,Cameraman scoping out camera angles.,A man walking underneath a bridge glances at the camera.,0.9960211,0.344
4103,@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,"If you live in a Trump building, congratulations on that decision",0.989149,0.344
4104,A man wearing a black sweatshirt poses for a picture in a parking lot.,Five men pose for a picture while holding one of their friends.,0.9971751,0.344
4105,People walk outside of a building that has many murals painted on it.,A man is sitting on the edge of a parking lot that has graffiti on it.,0.99865556,0.344
4106,"the Enterprise continued to fly as a derelict wreck, its entire crew being hijacked!","If there is trouble, I'll scrap the entire enterprise.",0.9977429,0.344
4107,Someones getting their nails painted red.,Small girl getting her face painted.,0.9994979,0.344
4108,"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty",People: Donald Trump is a man who can lead this country into the future.,0.99213403,0.344
4109,@hillaryclinton - I guess this means you're happy for me to be pro-life as I never aborted any of my own children? #hypocrisy,#Florida AttorneyGeneralBondi files appeal after Judge grants ACLU request to temporarily halt new law requiring 24hr wait before,0.99752355,0.344
4110,The hospital corridors were like a maze.,It's the hospital volunteer banquet at the VFW.,0.9975873,0.344
4111,The brothers and their friends then began to work for other independent companies .,"During their tenure , the Weinstein brothers ran Miramax independently of other Disney companies .",0.99589396,0.344
4112,And you like the way the french doors open out to the deck?,"Ahead, the armored doors were open to the harbor.",0.99911857,0.344
4113,"First off, Fall Out Boy are not good live.",Click Five is a way better group than Fall Out Boy!,0.9989406,0.344
4114,being condiderate of her feelings and needs,He needs to be reprimanded.,0.9952934,0.344
4115,Diamonds sold through this process are known as conflict diamonds or blood diamonds .,Sometimes people find diamonds on the top of the ground .,0.99818194,0.344
4116,The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies,@JustinTrudeau I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights,0.9842897,0.344
4117,Rod Stewart is a singer that sings those songs well.,"The singer Ushe, of coarse is hot, can dance and sings the best.r",0.99868965,0.344
4118,It is so much fun having younger friends who are expecting babies. #beentheredonethat #chooselife,If it isn't a #human life then why does @PPFA have a problem with us?youth #itisahumanlife,0.999185,0.344
4119,The station opened on 20 December 2005 along with the exhibition center .,Its first permanent building opened at Exhibition Place in 1961 .,0.9989813,0.344
4120,Janovan remains Janovan and Florence remains a Florentine.,they'll be on the Florentine border before Florence wakes up.,0.99796945,0.344
4121,Five students are reading off a piece of paper.,A woman in snowshoes looks at a piece of paper.,0.99847347,0.344
4122,cant wait for the next book!,I didn't enjoy this book that much.,0.98336875,0.344
4123,Two children swimming in green water.,A man in black bathing trunks dives into water.,0.99615693,0.344
4124,"If Doctors used guns to perform abortions, would liberals then be opposed? #2A #liberallogic",Well that's a win for women in Texas. Thank you SCOTUS! #texas,0.9984928,0.344
4125,It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights,What about the equal rights of unborn humans in which about 1% could grow up to be LGBT? @SCOTUS #LoveWins,0.9991117,0.344
4126,"@umich Unjustified homicide should ALWAYS be illegal, including #ProlifeYouth",Abortion is not contraception. Contraception is about preventing pregnancy. Abortion is terminating a life. #CCOT,0.9953975,0.344
4127,A brown dog runs with a toy in his mouth through long green grass.,a young girl with long brown hair holding a black and red striped stick.,0.9991096,0.344
4128,The dog leaps to catch the Frisbee.,A skater leaps through the air near a railing,0.99690694,0.344
4129,"As a huge Legend of Zelda fan, I had to grab a copy of this for myself one day.","How much of a fan am I, really?",0.99837303,0.344
4130,"Ahhh Roman, how I loved him!",Roman is injured in the line of duty and adopted during his recuperation by an unknowing Matt.,0.99778515,0.344
4131,Many football players sitting on the ground.,A dog rolls on the ground.,0.9987213,0.344
4132,@WashTimes @BretBaier Why is there no outrage about all the smoke & mirrors w/ this candidate? Are you hiding Hill! #SpillHill,@realDonaldTrump is the only honest voice of the @GOP and that should scare the shit out of everyone!,0.996616,0.344
4133,(a) outlays on infrastructure; (b) outlays on research and development;,Function: AEOI Vice President for Research & Development.,0.9868717,0.344
4134,But what really catches you is the romantic gestures from Slade or any other new species.,"While on her way to a new compound, with Slade they are attacked and end up on the run to stay alive.",0.9991996,0.344
4135,Control system of alarm handling and failure analyses,Many instances of control failure were identified by the Court.,0.99850094,0.344
4136,i like that song little sister,My little sister loves that movie.,0.99622524,0.344
4137,Then he is not omnipotent.,Then he is malevolent.,0.9994273,0.344
4138,@TheReadClub He who wears the shoes knows where it hurts but I'm Pro-life. #TheReadClub,A woman who deliberately destroys a fetus is answerable for murder.-St. Basil the Great,0.9960366,0.344
4139,I can't stand people who are pro life because they had a stillborn or loss....,So prolifers are against health rights?,0.9974086,0.344
4140,The term cordillera comes from the Spanish word meaning ` rope ' .,The name comes from the Greek term gymnos meaning naked .,0.9980927,0.344
4141,A rugby player passes off the ball when approaching a defender.,A female tennis player on a blue court prepares to hit the ball.,0.99921095,0.344
4142,And this time he can't deny his desire for Leo Chapel.,Alasdair is sexy as sin and Leo is handsome and smart.,0.99342084,0.344
4143,Realize the truth of the matter.,"It's Latin, for truth and justice.",0.99890214,0.344
4144,@HillaryClinton You can run but you ca't hide. #ClintonFoundationscandal #ClintonCash #emailgate,"Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ",0.9971226,0.344
4145,#HillaryClinton has yet to release @ClintonFdn donors... Public deserves disclosure. #Scandals #lies #Clintons,So you're used to the @AP calling for your approval before running a story @davidaxelrod? #LikeHillary #HillaryEmails,0.9970905,0.344
4146,Vanyel feels older than he is and now instead of being on the front lines he is trapped in duties of court.,He was such a foikl to Vanyel.,0.99132824,0.344
4147,I made a huge mistake letting you go.,"by the way, that's a huge mistake on fake blood.",0.9946555,0.344
4148,"take faith that almost every political entity around you, whether dissident or not, serves no good purpose #Dempublicans",297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts,0.9940858,0.344
4149,"In 1928 , he was ranked a professor at the Pedagogical Institute .",He is an Institute Professor and professor emeritus of linguistics at the Massachusetts Institute of Technology .,0.9964227,0.344
4150,I'm one of those girls that hates it when relationship problems dominate a book.,I'm glad that I was curious because I really enjoyed this book.,0.9987432,0.344
4151,"It reawakened my sense of wonder, a large part of why I read speculative fiction.","Bridge of Birds has an controling quest, but it is told in three parts, each part forming part of the quest.",0.998819,0.334
